timestamp,close,return,cumulative
2021-01-01,1334.02,,100.0
2021-01-31,1275.22,-0.0440773001904019,95.59226998095981
2021-02-28,1281.79,0.005152052194915324,96.08476634533216
2021-03-31,1332.8,0.039795910406540846,99.9085470982444
2021-04-30,1394.55,0.0463310324129651,104.53741323218541
2021-05-31,1428.25,0.02416550141622742,107.06361223969654
2021-06-30,1493.68,0.04581130754419749,111.96833630680199
2021-07-31,1564.64,0.04750682877189227,117.28759688760289
2021-08-31,1620.08,0.03543307086614167,121.44345661984077
2021-09-30,1554.98,-0.040183200829588595,116.56346981304628
2021-10-31,1657.9,0.06618734646104785,124.27849657426427
2021-11-30,1602.78,-0.0332468785813379,120.14662448838848
2021-12-31,1670.34,0.04215176131471554,125.21101632659179
2022-01-31,1508.24,-0.09704611037273847,113.05977421627861
2022-02-28,1515.45,0.004780406301384321,113.6002458733752
2022-03-31,1567.55,0.034379227292223424,117.50573454670842
2022-04-30,1594.02,0.01688622372492099,119.48996266922533
2022-05-31,1517.96,-0.047715837944316886,113.7883989745281
2022-06-30,1461.01,-0.037517457640517615,109.51934753601893
2022-07-31,1618.78,0.10798694054113245,121.34600680649463
2022-08-31,1508.95,-0.06784739124525874,113.11299680664457
2022-09-30,1359.88,-0.09933060934119275,101.87741390943216
2022-10-31,1478.32,0.08606017421355694,110.64500189890455
2022-11-30,1586.28,0.07199309753744187,118.61067831264285
2022-12-31,1630.84,0.02664411387193466,121.77095473203232
2023-01-31,1636.08,0.001766302694162114,121.98603909744621
2023-02-28,1720.02,0.049572180797820886,128.03315308239488
2023-03-31,1771.46,0.027765360849686838,131.58803977845076
2023-04-30,1816.14,0.02308086501270279,134.62520556186334
2023-05-31,1801.06,-0.010647854598233364,133.19173594778334
2023-06-30,1800.57,-0.002819401397141874,132.8162149813644
2023-07-31,1790.67,-0.00824795740154205,131.72075249796404
2023-08-31,1877.51,0.04574611589897759,137.74646530803645
2023-09-30,1867.92,-0.008059438419285248,136.6363061534121
2023-10-31,1867.28,-0.0032942365262589313,136.18619384286845
2023-11-30,1950.86,0.04180868361354895,141.8799593337784
2023-12-31,2002.49,0.023513641789516315,145.216073874664
2024-01-31,2135.11,0.06327593727133163,154.4047570559463
2024-02-29,2226.52,0.039861173046569665,160.55951179616693
2024-03-31,2339.88,0.04796192379371811,168.26025486529124
2024-04-30,2349.63,0.0012152709198169909,168.46473665999005
2024-05-31,2430.57,0.03149636748249285,173.77076391367447
2024-06-30,2530.31,0.03828594332847279,180.42374153301884
2024-07-31,2418.75,-0.046839157911159,171.97284541243164
2024-08-31,2444.03,0.007701981069707875,173.29737701230198
2024-09-30,2198.45,-0.10302892103919314,155.44273523980223
2024-10-31,2125.16,-0.0356816538474054,149.89628136788173
2024-11-30,2106.36,-0.011190922706863282,148.21880366904753
2024-12-31,1867.35,-0.11561189994383114,131.08294616946725
2025-01-31,1839.68,-0.01675534172522386,128.8866066120487
2025-02-28,1934.66,0.049690992285592595,135.29110998692423
2025-03-31,1581.27,-0.18439596554025706,110.34397513187221
2025-04-30,1525.86,,
2025-05-31,1635.99,,
